norm_stdev r_source r_in r_out "rIn - r" "rOut - rIn"
0.003585534660800586 2.0 5.0 6.0 3.0 1.0
0.0035790878277360658 2.0 5.0 6.2 3.0 1.2000000000000002
0.003564753741844116 2.0 5.0 6.4 3.0 1.4000000000000004
0.0035538999193828026 2.0 5.0 6.6000000000000005 3.0 1.6000000000000005
0.0035482232065357946 2.0 5.0 6.800000000000001 3.0 1.8000000000000007
0.003543581050979172 2.0 5.0 7.000000000000001 3.0 2.000000000000001
0.0035425908453614796 2.0 5.0 7.200000000000001 3.0 2.200000000000001
0.0035431074953982656 2.0 5.0 7.400000000000001 3.0 2.4000000000000012
0.0035456464583262627 2.0 5.0 7.600000000000001 3.0 2.6000000000000014
0.003549181747360889 2.0 5.0 7.800000000000002 3.0 2.8000000000000016
0.0035513372251661838 2.0 5.0 8.000000000000002 3.0 3.0000000000000018
0.0035527869540941826 2.0 5.0 8.200000000000003 3.0 3.200000000000003
0.0035539762118284696 2.0 5.0 8.400000000000002 3.0 3.400000000000002
0.003554555806219654 2.0 5.0 8.600000000000001 3.0 3.6000000000000014
0.003555093263183952 2.0 5.0 8.800000000000002 3.0 3.8000000000000025
0.0035773584606495945 2.0 5.2 6.0 3.2 0.7999999999999998
0.003571615973064192 2.0 5.2 6.2 3.2 1.0
0.00355663901426652 2.0 5.2 6.4 3.2 1.2000000000000002
0.0035457699372625317 2.0 5.2 6.6000000000000005 3.2 1.4000000000000004
0.003540648535108581 2.0 5.2 6.800000000000001 3.2 1.6000000000000005
0.0035365349792478027 2.0 5.2 7.000000000000001 3.2 1.8000000000000007
0.0035362770947290553 2.0 5.2 7.200000000000001 3.2 2.000000000000001
0.0035374994519539104 2.0 5.2 7.400000000000001 3.2 2.200000000000001
0.0035407780743885076 2.0 5.2 7.600000000000001 3.2 2.4000000000000012
0.0035449763772927114 2.0 5.2 7.800000000000002 3.2 2.6000000000000014
0.0035476160975854657 2.0 5.2 8.000000000000002 3.2 2.8000000000000016
0.003549442331474075 2.0 5.2 8.200000000000003 3.2 3.0000000000000027
0.0035509451414355016 2.0 5.2 8.400000000000002 3.2 3.200000000000002
0.0035517719588574258 2.0 5.2 8.600000000000001 3.2 3.4000000000000012
0.003552525913516877 2.0 5.2 8.800000000000002 3.2 3.6000000000000023
0.0035658853406550835 2.0 5.4 6.0 3.4000000000000004 0.5999999999999996
0.0035620152403759695 2.0 5.4 6.2 3.4000000000000004 0.7999999999999998
0.0035465476483067444 2.0 5.4 6.4 3.4000000000000004 1.0
0.003536000460510914 2.0 5.4 6.6000000000000005 3.4000000000000004 1.2000000000000002
0.0035318092837361838 2.0 5.4 6.800000000000001 3.4000000000000004 1.4000000000000004
0.0035285078288018854 2.0 5.4 7.000000000000001 3.4000000000000004 1.6000000000000005
0.0035292493020028745 2.0 5.4 7.200000000000001 3.4000000000000004 1.8000000000000007
0.003531394627260033 2.0 5.4 7.400000000000001 3.4000000000000004 2.000000000000001
0.003535569460573956 2.0 5.4 7.600000000000001 3.4000000000000004 2.200000000000001
0.0035405641034080898 2.0 5.4 7.800000000000002 3.4000000000000004 2.4000000000000012
0.003543773481916502 2.0 5.4 8.000000000000002 3.4000000000000004 2.6000000000000014
0.003546033476759275 2.0 5.4 8.200000000000003 3.4000000000000004 2.8000000000000025
0.0035478907963680103 2.0 5.4 8.400000000000002 3.4000000000000004 3.0000000000000018
0.0035489916376212505 2.0 5.4 8.600000000000001 3.4000000000000004 3.200000000000001
0.0035499755119904 2.0 5.4 8.800000000000002 3.4000000000000004 3.400000000000002
0.0035572185233287723 2.0 5.6000000000000005 6.0 3.6000000000000005 0.39999999999999947
0.003555373780969885 2.0 5.6000000000000005 6.2 3.6000000000000005 0.5999999999999996
0.0035383177556599288 2.0 5.6000000000000005 6.4 3.6000000000000005 0.7999999999999998
0.0035278418593714133 2.0 5.6000000000000005 6.6000000000000005 3.6000000000000005 1.0
0.003524575167039018 2.0 5.6000000000000005 6.800000000000001 3.6000000000000005 1.2000000000000002
0.0035220412408675955 2.0 5.6000000000000005 7.000000000000001 3.6000000000000005 1.4000000000000004
0.0035237972660906274 2.0 5.6000000000000005 7.200000000000001 3.6000000000000005 1.6000000000000005
0.0035268533795095123 2.0 5.6000000000000005 7.400000000000001 3.6000000000000005 1.8000000000000007
0.0035319064046336504 2.0 5.6000000000000005 7.600000000000001 3.6000000000000005 2.000000000000001
0.0035376685314088946 2.0 5.6000000000000005 7.800000000000002 3.6000000000000005 2.200000000000001
0.0035413872230949496 2.0 5.6000000000000005 8.000000000000002 3.6000000000000005 2.4000000000000012
0.0035440091609052417 2.0 5.6000000000000005 8.200000000000003 3.6000000000000005 2.6000000000000023
0.003546147759883641 2.0 5.6000000000000005 8.400000000000002 3.6000000000000005 2.8000000000000016
0.0035474324540034985 2.0 5.6000000000000005 8.600000000000001 3.6000000000000005 3.000000000000001
0.00354858307801213 2.0 5.6000000000000005 8.800000000000002 3.6000000000000005 3.200000000000002
0.003553543723846614 2.0 5.800000000000001 6.0 3.8000000000000007 0.1999999999999993
0.0035530954602614948 2.0 5.800000000000001 6.2 3.8000000000000007 0.39999999999999947
0.003531917165000196 2.0 5.800000000000001 6.4 3.8000000000000007 0.5999999999999996
0.0035210046904728164 2.0 5.800000000000001 6.6000000000000005 3.8000000000000007 0.7999999999999998
0.003518793158296669 2.0 5.800000000000001 6.800000000000001 3.8000000000000007 1.0
0.0035170617153448052 2.0 5.800000000000001 7.000000000000001 3.8000000000000007 1.2000000000000002
